Nb,Sector,Type,magnet,Loop,QEH,T2,CV1,CV2,P1,P4,T3,T1,QS,R,Kvmax,nc,L,Qbs,MassFlow,TC84x,TC94x,rms rel error
241,45,LSS,Q6,QRLEC_06L5_X47,LQNDB_06L5_EH847.POSST,LQNDB_06L5_TT847A.POSST,QRLEC_06L5_CV947.POSST,0,QRLEC_06L5_PT961.POSST,QRLEC_06L5_PT991.POSST,QRLEC_06L5_TT947.POSST,QRLEC_06L5_TT961.POSST,5,35,0.05,2,16,QRLEC_06L5_QBS947.POSST,QRLEC_06L5_FT947.POSST,LQNDB_06L5_TC847,QRLEC_06L5_TC947,2
242,45,LSS,Q5,QRLEC_05L5_X47,LQNDA_05L5_EH847.POSST,LQNDA_05L5_TT847A.POSST,QRLEC_05L5_CV947.POSST,0,QRLEC_05L5_PT961.POSST,QRLEC_05L5_PT991.POSST,QRLEC_05L5_TT947.POSST,QRLEC_05L5_TT961.POSST,5,60,0.05,2,16,QRLEC_05L5_QBS947.POSST,QRLEC_05L5_FT947.POSST,LQNDA_05L5_TC847,QRLEC_05L5_TC947,3
243,45,LSS,D2Q4,QRLFC_04L5_X47,LQYCB_04L5_EH847.POSST,LQYCB_04L5_TT847A.POSST,QRLFC_04L5_CV947.POSST,0,QRLFC_04L5_PT961.POSST,QRLFC_04L5_PT991.POSST,QRLFC_04L5_TT947.POSST,QRLFC_04L5_TT961.POSST,0,35,0.1,2,39,QRLFC_04L5_QBS947.POSST,QRLFC_04L5_FT947.POSST,LQYCB_04L5_TC847,QRLFC_04L5_TC947,8
244,45,LSS,Q1Q2Q3,QRLGD_03L5_X47,LQXAB_01L5_EH847.POSST,LQXAB_01L5_TT847A.POSST,QRLGD_03L5_CV947.POSST,0,QRLGD_03L5_PT961.POSST,QRLGD_03L5_PT991.POSST,QRLGD_03L5_TT947.POSST,QRLGD_03L5_TT961.POSST,5,35,0.26,2,35,QRLGD_03L5_QBS947.POSST,QRLGD_03L5_FT947.POSST,LQXAB_01L5_TC847,QRLGD_03L5_TC947,15
245,56,LSS,Q1Q2Q3,QRLGB_03R5_X47,LQXAA_01R5_EH847.POSST,LQXAA_01R5_TT847A.POSST,QRLGB_03R5_CV947.POSST,0,QRLGB_03R5_PT961.POSST,QRLGB_03R5_PT991.POSST,QRLGB_03R5_TT947.POSST,QRLGB_03R5_TT961.POSST,5,40,0.26,2,35,QRLGB_03R5_QBS947.POSST,QRLGB_03R5_FT947.POSST,LQXAA_01R5_TC847,QRLGB_03R5_TC947,24
246,56,LSS,D2Q4,QRLFD_04R5_X47,LQYCD_04R5_EH847.POSST,LQYCD_04R5_TT847A.POSST,QRLFD_04R5_CV947.POSST,0,QRLFD_04R5_PT961.POSST,QRLFD_04R5_PT991.POSST,QRLFD_04R5_TT947.POSST,QRLFD_04R5_TT961.POSST,7,100,0.1,2,39,QRLFD_04R5_QBS947.POSST,QRLFD_04R5_FT947.POSST,LQYCD_04R5_TC847,QRLFD_04R5_TC947,14
247,56,LSS,Q5,QRLEC_05R5_X47,LQNDA_05R5_EH847.POSST,LQNDA_05R5_TT847A.POSST,QRLEC_05R5_CV947.POSST,0,QRLEC_05R5_PT961.POSST,QRLEC_05R5_PT991.POSST,QRLEC_05R5_TT947.POSST,QRLEC_05R5_TT961.POSST,0,25,0.05,2,16,QRLEC_05R5_QBS947.POSST,QRLEC_05R5_FT947.POSST,LQNDA_05R5_TC847,QRLEC_05R5_TC947,17
248,56,LSS,Q6,QRLEC_06R5_X47,LQNDB_06R5_EH847.POSST,LQNDB_06R5_TT847A.POSST,QRLEC_06R5_CV947.POSST,0,QRLEC_06R5_PT961.POSST,QRLEC_06R5_PT991.POSST,QRLEC_06R5_TT947.POSST,QRLEC_06R5_TT961.POSST,0,100,0.05,2,16,QRLEC_06R5_QBS947.POSST,QRLEC_06R5_FT947.POSST,LQNDB_06R5_TC847,QRLEC_06R5_TC947,7
249,56,LSS,Q7,QRLCH_07R5_X43,LBBRF_08R5_EH843.POSST,LBBRF_08R5_TT843.POSST,QRLCH_07R5_CV943.POSST,QRLCH_07R5_CV947.POSST,QRLBA_09R5_PT961.POSST,QRLBA_09R5_PT991.POSST,QRLCH_07R5_TT943.POSST,QRLBA_09R5_TT961.POSST,2,40,0.26,4,40,QRLCH_07R5_QBS943.POSST,QRLCH_07R5_FT943.POSST,LBBRF_08R5_TC843,QRLCH_07R5_TC943,x
250,56,ARC,Q8,QRLBA_09R5_X47,LQNCE_08R5_EH847.POSST,LQNCE_08R5_TT847.POSST,QRLBA_09R5_CV947.POSST,0,QRLBA_09R5_PT961.POSST,QRLBA_09R5_PT991.POSST,QRLBA_09R5_TT947.POSST,QRLBA_09R5_TT961.POSST,5,43,0.39,4,45,QRLBA_09R5_QBS947.POSST,QRLBA_09R5_FT947.POSST,LQNCE_08R5_TC847,QRLBA_09R5_TC947,11
251,56,ARC,Q9,QRLBA_09R5_X43,LBBRF_10R5_EH843.POSST,LBBRF_10R5_TT843.POSST,QRLBA_09R5_CV943.POSST,0,QRLBA_09R5_PT961.POSST,QRLBA_09R5_PT991.POSST,QRLBA_09R5_TT943.POSST,QRLBA_09R5_TT961.POSST,5,43,0.39,4,45,QRLBA_09R5_QBS943.POSST,QRLBA_09R5_FT943.POSST,LBBRF_10R5_TC843,QRLBA_09R5_TC943,7
252,56,ARC,Q10,QRLAB_11R5_X47,LQNCE_10R5_EH847.POSST,LQNCE_10R5_TT847.POSST,QRLAB_11R5_CV947.POSST,0,QRLBA_09R5_PT961.POSST,QRLBA_09R5_PT991.POSST,QRLAB_11R5_TT947.POSST,QRLBA_09R5_TT961.POSST,5,61,0.39,4,45,QRLAB_11R5_QBS947.POSST,QRLAB_11R5_FT947.POSST,LQNCE_10R5_TC847,QRLAB_11R5_TC947,11
253,56,ARC,Q11,QRLAB_11R5_X43,LBARB_12R5_EH843.POSST,LBARB_12R5_TT843.POSST,QRLAB_11R5_CV943.POSST,0,QRLAA_13R5_PT961.POSST,QRLAA_13R5_PT991.POSST,QRLAB_11R5_TT943.POSST,QRLAA_13R5_TT961.POSST,5,49,0.39,4,53,QRLAB_11R5_QBS943.POSST,QRLAB_11R5_FT943.POSST,LBARB_12R5_TC843,QRLAB_11R5_TC943,34
254,56,ARC,Q12,QRLAA_13R5_X47,LQATH_12R5_EH847.POSST,LQATH_12R5_TT847.POSST,QRLAA_13R5_CV947.POSST,0,QRLAA_13R5_PT961.POSST,QRLAA_13R5_PT991.POSST,QRLAA_13R5_TT947.POSST,QRLAA_13R5_TT961.POSST,5,32,0.39,4,53,QRLAA_13R5_QBS947.POSST,QRLAA_13R5_FT947.POSST,LQATH_12R5_TC847,QRLAA_13R5_TC947,4
255,56,ARC,Q13,QRLAA_13R5_X43,LBARB_14R5_EH843.POSST,LBARB_14R5_TT843.POSST,QRLAA_13R5_CV943.POSST,0,QRLAA_13R5_PT961.POSST,QRLAA_13R5_PT991.POSST,QRLAA_13R5_TT943.POSST,QRLAA_13R5_TT961.POSST,5,37,0.39,4,53,QRLAA_13R5_QBS943.POSST,QRLAA_13R5_FT943.POSST,LBARB_14R5_TC843,QRLAA_13R5_TC943,12
256,56,ARC,Q14,QRLAB_15R5_X47,LQATH_14R5_EH847.POSST,LQATH_14R5_TT847.POSST,QRLAB_15R5_CV947.POSST,0,QRLAA_13R5_PT961.POSST,QRLAA_13R5_PT991.POSST,QRLAB_15R5_TT947.POSST,QRLAA_13R5_TT961.POSST,5,38,0.39,4,53,QRLAB_15R5_QBS947.POSST,QRLAB_15R5_FT947.POSST,LQATH_14R5_TC847,QRLAB_15R5_TC947,11
257,56,ARC,Q15,QRLAB_15R5_X43,LBARB_16R5_EH843.POSST,LBARB_16R5_TT843.POSST,QRLAB_15R5_CV943.POSST,0,QRLAA_17R5_PT961.POSST,QRLAA_17R5_PT991.POSST,QRLAB_15R5_TT943.POSST,QRLAA_17R5_TT961.POSST,5,42,0.39,4,53,QRLAB_15R5_QBS943.POSST,QRLAB_15R5_FT943.POSST,LBARB_16R5_TC843,QRLAB_15R5_TC943,6
258,56,ARC,Q16,QRLAA_17R5_X47,LQATH_16R5_EH847.POSST,LQATH_16R5_TT847.POSST,QRLAA_17R5_CV947.POSST,0,QRLAA_17R5_PT961.POSST,QRLAA_17R5_PT991.POSST,QRLAA_17R5_TT947.POSST,QRLAA_17R5_TT961.POSST,5,52,0.39,4,53,QRLAA_17R5_QBS947.POSST,QRLAA_17R5_FT947.POSST,LQATH_16R5_TC847,QRLAA_17R5_TC947,4
259,56,ARC,Q17,QRLAA_17R5_X43,LBARB_18R5_EH843.POSST,LBARB_18R5_TT843.POSST,QRLAA_17R5_CV943.POSST,0,QRLAA_17R5_PT961.POSST,QRLAA_17R5_PT991.POSST,QRLAA_17R5_TT943.POSST,QRLAA_17R5_TT961.POSST,5,34,0.39,4,53,QRLAA_17R5_QBS943.POSST,QRLAA_17R5_FT943.POSST,LBARB_18R5_TC843,QRLAA_17R5_TC943,2
260,56,ARC,Q18,QRLAB_19R5_X47,LQATH_18R5_EH847.POSST,LQATH_18R5_TT847.POSST,QRLAB_19R5_CV947.POSST,0,QRLAA_17R5_PT961.POSST,QRLAA_17R5_PT991.POSST,QRLAB_19R5_TT947.POSST,QRLAA_17R5_TT961.POSST,5,39,0.39,4,53,QRLAB_19R5_QBS947.POSST,QRLAB_19R5_FT947.POSST,LQATH_18R5_TC847,QRLAB_19R5_TC947,6
261,56,ARC,Q19,QRLAB_19R5_X43,LBARB_20R5_EH843.POSST,LBARB_20R5_TT843.POSST,QRLAB_19R5_CV943.POSST,0,QRLAA_21R5_PT961.POSST,QRLAA_21R5_PT991.POSST,QRLAB_19R5_TT943.POSST,QRLAA_21R5_TT961.POSST,5,34,0.39,4,53,QRLAB_19R5_QBS943.POSST,QRLAB_19R5_FT943.POSST,LBARB_20R5_TC843,QRLAB_19R5_TC943,3
262,56,ARC,Q20,QRLAA_21R5_X47,LQATH_20R5_EH847.POSST,LQATH_20R5_TT847.POSST,QRLAA_21R5_CV947.POSST,0,QRLAA_21R5_PT961.POSST,QRLAA_21R5_PT991.POSST,QRLAA_21R5_TT947.POSST,QRLAA_21R5_TT961.POSST,5,32,0.39,4,53,QRLAA_21R5_QBS947.POSST,QRLAA_21R5_FT947.POSST,LQATH_20R5_TC847,QRLAA_21R5_TC947,6
263,56,ARC,Q21,QRLAA_21R5_X43,LBARB_22R5_EH843.POSST,LBARB_22R5_TT843.POSST,QRLAA_21R5_CV943.POSST,0,QRLAA_21R5_PT961.POSST,QRLAA_21R5_PT991.POSST,QRLAA_21R5_TT943.POSST,QRLAA_21R5_TT961.POSST,5,37,0.39,4,53,QRLAA_21R5_QBS943.POSST,QRLAA_21R5_FT943.POSST,LBARB_22R5_TC843,QRLAA_21R5_TC943,3
264,56,ARC,Q22,QRLAB_23R5_X47,LQOAG_22R5_EH847.POSST,LQOAG_22R5_TT847.POSST,QRLAB_23R5_CV947.POSST,0,QRLAA_21R5_PT961.POSST,QRLAA_21R5_PT991.POSST,QRLAB_23R5_TT947.POSST,QRLAA_21R5_TT961.POSST,5,35,0.39,4,53,QRLAB_23R5_QBS947.POSST,QRLAB_23R5_FT947.POSST,LQOAG_22R5_TC847,QRLAB_23R5_TC947,11
265,56,ARC,Q23,QRLAB_23R5_X43,LBARB_24R5_EH843.POSST,LBARB_24R5_TT843.POSST,QRLAB_23R5_CV943.POSST,0,QRLAA_25R5_PT961.POSST,QRLAA_25R5_PT991.POSST,QRLAB_23R5_TT943.POSST,QRLAA_25R5_TT961.POSST,5,31,0.39,4,53,QRLAB_23R5_QBS943.POSST,QRLAB_23R5_FT943.POSST,LBARB_24R5_TC843,QRLAB_23R5_TC943,9
266,56,ARC,Q24,QRLAA_25R5_X47,LQOAG_24R5_EH847.POSST,LQOAG_24R5_TT847.POSST,QRLAA_25R5_CV947.POSST,0,QRLAA_25R5_PT961.POSST,QRLAA_25R5_PT991.POSST,QRLAA_25R5_TT947.POSST,QRLAA_25R5_TT961.POSST,5,31,0.39,4,53,QRLAA_25R5_QBS947.POSST,QRLAA_25R5_FT947.POSST,LQOAG_24R5_TC847,QRLAA_25R5_TC947,5
267,56,ARC,Q25,QRLAA_25R5_X43,LBARB_26R5_EH843.POSST,LBARB_26R5_TT843.POSST,QRLAA_25R5_CV943.POSST,0,QRLAA_25R5_PT961.POSST,QRLAA_25R5_PT991.POSST,QRLAA_25R5_TT943.POSST,QRLAA_25R5_TT961.POSST,5,38,0.39,4,53,QRLAA_25R5_QBS943.POSST,QRLAA_25R5_FT943.POSST,LBARB_26R5_TC843,QRLAA_25R5_TC943,14
268,56,ARC,Q26,QRLAB_27R5_X47,LQOAG_26R5_EH847.POSST,LQOAG_26R5_TT847.POSST,QRLAB_27R5_CV947.POSST,0,QRLAA_25R5_PT961.POSST,QRLAA_25R5_PT991.POSST,QRLAB_27R5_TT947.POSST,QRLAA_25R5_TT961.POSST,5,32,0.39,4,53,QRLAB_27R5_QBS947.POSST,QRLAB_27R5_FT947.POSST,LQOAG_26R5_TC847,QRLAB_27R5_TC947,0
269,56,ARC,Q27,QRLAB_27R5_X43,LBARB_28R5_EH843.POSST,LBARB_28R5_TT843.POSST,QRLAB_27R5_CV943.POSST,0,QRLAA_29R5_PT961.POSST,QRLAA_29R5_PT991.POSST,QRLAB_27R5_TT943.POSST,QRLAA_29R5_TT961.POSST,5,34,0.39,4,53,QRLAB_27R5_QBS943.POSST,QRLAB_27R5_FT943.POSST,LBARB_28R5_TC843,QRLAB_27R5_TC943,5
270,56,ARC,Q28,QRLAA_29R5_X47,LQOAG_28R5_EH847.POSST,LQOAG_28R5_TT847.POSST,QRLAA_29R5_CV947.POSST,0,QRLAA_29R5_PT961.POSST,QRLAA_29R5_PT991.POSST,QRLAA_29R5_TT947.POSST,QRLAA_29R5_TT961.POSST,5,45,0.39,4,53,QRLAA_29R5_QBS947.POSST,QRLAA_29R5_FT947.POSST,LQOAG_28R5_TC847,QRLAA_29R5_TC947,0
271,56,ARC,Q29,QRLAA_29R5_X43,LBARB_30R5_EH843.POSST,LBARB_30R5_TT843.POSST,QRLAA_29R5_CV943.POSST,0,QRLAA_29R5_PT961.POSST,QRLAA_29R5_PT991.POSST,QRLAA_29R5_TT943.POSST,QRLAA_29R5_TT961.POSST,5,35,0.39,4,53,QRLAA_29R5_QBS943.POSST,QRLAA_29R5_FT943.POSST,LBARB_30R5_TC843,QRLAA_29R5_TC943,3
272,56,ARC,Q30,QRLAC_31R5_X47,LQOAM_30R5_EH847.POSST,LQOAM_30R5_TT847.POSST,QRLAC_31R5_CV947.POSST,0,QRLAA_29R5_PT961.POSST,QRLAA_29R5_PT991.POSST,QRLAC_31R5_TT947.POSST,QRLAA_29R5_TT961.POSST,5,39,0.39,4,53,QRLAC_31R5_QBS947.POSST,QRLAC_31R5_FT947.POSST,LQOAM_30R5_TC847,QRLAC_31R5_TC947,1
273,56,ARC,Q31,QRLAC_31R5_X43,LBARB_32R5_EH843.POSST,LBARB_32R5_TT843.POSST,QRLAC_31R5_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAC_31R5_TT943.POSST,QRLAA_33L6_TT961.POSST,5,37,0.39,4,53,QRLAC_31R5_QBS943.POSST,QRLAC_31R5_FT943.POSST,LBARB_32R5_TC843,QRLAC_31R5_TC943,2
274,56,ARC,Q32,QRLAD_33R5_X47,LQOAG_32R5_EH847.POSST,LQOAG_32R5_TT847.POSST,QRLAD_33R5_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAD_33R5_TT947.POSST,QRLAA_33L6_TT961.POSST,5,29,0.39,4,53,QRLAD_33R5_QBS947.POSST,QRLAD_33R5_FT947.POSST,LQOAG_32R5_TC847,QRLAD_33R5_TC947,2
275,56,ARC,Q33,QRLAD_33R5_X43,LBARB_34R5_EH843.POSST,LBARB_34R5_TT843.POSST,QRLAD_33R5_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAD_33R5_TT943.POSST,QRLAA_33L6_TT961.POSST,5,33,0.39,4,53,QRLAD_33R5_QBS943.POSST,QRLAD_33R5_FT943.POSST,LBARB_34R5_TC843,QRLAD_33R5_TC943,4
276,56,ARC,Q34,QRLAA_33L6_X47,LQOAM_34R5_EH847.POSST,LQOAM_34R5_TT847.POSST,QRLAA_33L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_33L6_TT947.POSST,QRLAA_33L6_TT961.POSST,5,34,0.39,4,53,QRLAA_33L6_QBS947.POSST,QRLAA_33L6_FT947.POSST,LQOAM_34R5_TC847,QRLAA_33L6_TC947,7
277,56,ARC,Q33,QRLAA_33L6_X43,LBARB_33L6_EH843.POSST,LBARB_33L6_TT843.POSST,QRLAA_33L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_33L6_TT943.POSST,QRLAA_33L6_TT961.POSST,5,36,0.39,4,53,QRLAA_33L6_QBS943.POSST,QRLAA_33L6_FT943.POSST,LBARB_33L6_TC843,QRLAA_33L6_TC943,2
278,56,ARC,Q32,QRLAB_31L6_X47,LQOAM_32L6_EH847.POSST,LQOAM_32L6_TT847.POSST,QRLAB_31L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAB_31L6_TT947.POSST,QRLAA_33L6_TT961.POSST,5,35,0.39,4,53,QRLAB_31L6_QBS947.POSST,QRLAB_31L6_FT947.POSST,LQOAM_32L6_TC847,QRLAB_31L6_TC947,6
279,56,ARC,Q31,QRLAB_31L6_X43,LBARB_31L6_EH843.POSST,LBARB_31L6_TT843.POSST,QRLAB_31L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAB_31L6_TT943.POSST,QRLAA_33L6_TT961.POSST,5,36,0.39,4,53,QRLAB_31L6_QBS943.POSST,QRLAB_31L6_FT943.POSST,LBARB_31L6_TC843,QRLAB_31L6_TC943,2
280,56,ARC,Q30,QRLAA_29L6_X47,LQOAG_30L6_EH847.POSST,LQOAG_30L6_TT847.POSST,QRLAA_29L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_29L6_TT947.POSST,QRLAA_33L6_TT961.POSST,5,44,0.39,4,53,QRLAA_29L6_QBS947.POSST,QRLAA_29L6_FT947.POSST,LQOAG_30L6_TC847,QRLAA_29L6_TC947,1
281,56,ARC,Q29,QRLAA_29L6_X43,LBARB_29L6_EH843.POSST,LBARB_29L6_TT843.POSST,QRLAA_29L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_29L6_TT943.POSST,QRLAA_33L6_TT961.POSST,5,35,0.39,4,53,QRLAA_29L6_QBS943.POSST,QRLAA_29L6_FT943.POSST,LBARB_29L6_TC843,QRLAA_29L6_TC943,2
282,56,ARC,Q28,QRLAB_27L6_X47,LQOAM_28L6_EH847.POSST,LQOAM_28L6_TT847.POSST,QRLAB_27L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_27L6_TT947.POSST,QRLAA_25L6_TT961.POSST,5,37,0.39,4,53,QRLAB_27L6_QBS947.POSST,QRLAB_27L6_FT947.POSST,LQOAM_28L6_TC847,QRLAB_27L6_TC947,1
283,56,ARC,Q27,QRLAB_27L6_X43,LBARB_27L6_EH843.POSST,LBARB_27L6_TT843.POSST,QRLAB_27L6_CV943.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_27L6_TT943.POSST,QRLAA_25L6_TT961.POSST,5,37,0.39,4,53,QRLAB_27L6_QBS943.POSST,QRLAB_27L6_FT943.POSST,LBARB_27L6_TC843,QRLAB_27L6_TC943,2
284,56,ARC,Q26,QRLAA_25L6_X47,LQOAG_26L6_EH847.POSST,LQOAG_26L6_TT847.POSST,QRLAA_25L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAA_25L6_TT947.POSST,QRLAA_25L6_TT961.POSST,5,41,0.39,4,53,QRLAA_25L6_QBS947.POSST,QRLAA_25L6_FT947.POSST,LQOAG_26L6_TC847,QRLAA_25L6_TC947,7
285,56,ARC,Q25,QRLAA_25L6_X43,LBARB_25L6_EH843.POSST,LBARB_25L6_TT843.POSST,QRLAA_25L6_CV943.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAA_25L6_TT943.POSST,QRLAA_25L6_TT961.POSST,5,39,0.39,4,53,QRLAA_25L6_QBS943.POSST,QRLAA_25L6_FT943.POSST,LBARB_25L6_TC843,QRLAA_25L6_TC943,10
286,56,ARC,Q24,QRLAB_23L6_X47,LQOAG_24L6_EH847.POSST,LQOAG_24L6_TT847.POSST,QRLAB_23L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_23L6_TT947.POSST,QRLAA_25L6_TT961.POSST,5,34,0.39,4,53,QRLAB_23L6_QBS947.POSST,QRLAB_23L6_FT947.POSST,LQOAG_24L6_TC847,QRLAB_23L6_TC947,5
287,56,ARC,Q23,QRLAB_23L6_X43,LBARB_23L6_EH843.POSST,LBARB_23L6_TT843.POSST,QRLAB_23L6_CV943.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAB_23L6_TT943.POSST,QRLAA_21L6_TT961.POSST,5,38,0.39,4,53,QRLAB_23L6_QBS943.POSST,QRLAB_23L6_FT943.POSST,LBARB_23L6_TC843,QRLAB_23L6_TC943,4
288,56,ARC,Q22,QRLAA_21L6_X47,LQOAG_22L6_EH847.POSST,LQOAG_22L6_TT847.POSST,QRLAA_21L6_CV947.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAA_21L6_TT947.POSST,QRLAA_21L6_TT961.POSST,5,37,0.39,4,53,QRLAA_21L6_QBS947.POSST,QRLAA_21L6_FT947.POSST,LQOAG_22L6_TC847,QRLAA_21L6_TC947,3
289,56,ARC,Q21,QRLAA_21L6_X43,LBARB_21L6_EH843.POSST,LBARB_21L6_TT843.POSST,QRLAA_21L6_CV943.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAA_21L6_TT943.POSST,QRLAA_21L6_TT961.POSST,5,39,0.39,4,53,QRLAA_21L6_QBS943.POSST,QRLAA_21L6_FT943.POSST,LBARB_21L6_TC843,QRLAA_21L6_TC943,5
290,56,ARC,Q20,QRLAB_19L6_X47,LQATH_20L6_EH847.POSST,LQATH_20L6_TT847.POSST,QRLAB_19L6_CV947.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAB_19L6_TT947.POSST,QRLAA_21L6_TT961.POSST,5,39,0.39,4,53,QRLAB_19L6_QBS947.POSST,QRLAB_19L6_FT947.POSST,LQATH_20L6_TC847,QRLAB_19L6_TC947,5
291,56,ARC,Q19,QRLAB_19L6_X43,LBARB_19L6_EH843.POSST,LBARB_19L6_TT843.POSST,QRLAB_19L6_CV943.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAB_19L6_TT943.POSST,QRLAA_17L6_TT961.POSST,5,38,0.39,4,53,QRLAB_19L6_QBS943.POSST,QRLAB_19L6_FT943.POSST,LBARB_19L6_TC843,QRLAB_19L6_TC943,9
292,56,ARC,Q18,QRLAA_17L6_X47,LQATH_18L6_EH847.POSST,LQATH_18L6_TT847.POSST,QRLAA_17L6_CV947.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAA_17L6_TT947.POSST,QRLAA_17L6_TT961.POSST,5,44,0.39,4,53,QRLAA_17L6_QBS947.POSST,QRLAA_17L6_FT947.POSST,LQATH_18L6_TC847,QRLAA_17L6_TC947,5
293,56,ARC,Q17,QRLAA_17L6_X43,LBARB_17L6_EH843.POSST,LBARB_17L6_TT843.POSST,QRLAA_17L6_CV943.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAA_17L6_TT943.POSST,QRLAA_17L6_TT961.POSST,5,38,0.39,4,53,QRLAA_17L6_QBS943.POSST,QRLAA_17L6_FT943.POSST,LBARB_17L6_TC843,QRLAA_17L6_TC943,3
294,56,ARC,Q16,QRLAB_15L6_X47,LQATH_16L6_EH847.POSST,LQATH_16L6_TT847.POSST,QRLAB_15L6_CV947.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAB_15L6_TT947.POSST,QRLAA_17L6_TT961.POSST,5,34,0.39,4,53,QRLAB_15L6_QBS947.POSST,QRLAB_15L6_FT947.POSST,LQATH_16L6_TC847,QRLAB_15L6_TC947,4
295,56,ARC,Q15,QRLAB_15L6_X43,LBARB_15L6_EH843.POSST,LBARB_15L6_TT843.POSST,QRLAB_15L6_CV943.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAB_15L6_TT943.POSST,QRLAA_13L6_TT961.POSST,5,37,0.39,4,53,QRLAB_15L6_QBS943.POSST,QRLAB_15L6_FT943.POSST,LBARB_15L6_TC843,QRLAB_15L6_TC943,5
296,56,ARC,Q14,QRLAA_13L6_X47,LQATH_14L6_EH847.POSST,LQATH_14L6_TT847.POSST,QRLAA_13L6_CV947.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAA_13L6_TT947.POSST,QRLAA_13L6_TT961.POSST,5,37,0.39,4,53,QRLAA_13L6_QBS947.POSST,QRLAA_13L6_FT947.POSST,LQATH_14L6_TC847,QRLAA_13L6_TC947,10
297,56,ARC,Q13,QRLAA_13L6_X43,LBARB_13L6_EH843.POSST,LBARB_13L6_TT843.POSST,QRLAA_13L6_CV943.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAA_13L6_TT943.POSST,QRLAA_13L6_TT961.POSST,5,33,0.39,4,53,QRLAA_13L6_QBS943.POSST,QRLAA_13L6_FT943.POSST,LBARB_13L6_TC843,QRLAA_13L6_TC943,0
298,56,ARC,Q12,QRLAB_11L6_X47,LQATH_12L6_EH847.POSST,LQATH_12L6_TT847.POSST,QRLAB_11L6_CV947.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAB_11L6_TT947.POSST,QRLAA_13L6_TT961.POSST,5,35,0.39,4,53,QRLAB_11L6_QBS947.POSST,QRLAB_11L6_FT947.POSST,LQATH_12L6_TC847,QRLAB_11L6_TC947,5
299,56,ARC,Q11,QRLAB_11L6_X43,LBBRB_11L6_EH843.POSST,LBBRB_11L6_TT843.POSST,QRLAB_11L6_CV943.POSST,0,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLAB_11L6_TT943.POSST,QRLBA_10L6_TT961.POSST,5,62,0.39,4,45,QRLAB_11L6_QBS943.POSST,QRLAB_11L6_FT943.POSST,LBBRB_11L6_TC843,QRLAB_11L6_TC943,6
300,56,ARC,Q10,QRLBA_10L6_X43,LBBRM_10L6_EH843.POSST,LBBRM_10L6_TT843.POSST,QRLBA_10L6_CV943.POSST,0,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLBA_10L6_TT943.POSST,QRLBA_10L6_TT961.POSST,5,32,0.39,4,45,QRLBA_10L6_QBS943.POSST,QRLBA_10L6_FT943.POSST,LBBRM_10L6_TC843,QRLBA_10L6_TC943,8
